Entry number,Fermi name,Counterpart name,Bzcat5 name,Optical Class,RA (J2000.0),Dec (J2000.0),Redshift,SED Class,Log Î½Sync. Z corr. (Hz),Probability Bayesian,Reliability LR RG,Reliability LR XG,Significance,Flux 1-100 GeV (ph/cm2/s),Spectral Index,Spectral Type,Power Law Index,Radio flux (mJy),X Flux (erg cm-2 s-1),USNO Vmag,SDSS Vmag,Seq,Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,GLON,GLAT,z,u_z,Rmag,Class,FR,F143,FX,FF,aro,RA_deg,DEC_deg,Separation
428,3FGL J0617.2+5701,87GB 061258.1+570222,5BZBJ0617+5701,bll,94.32051065,57.02122867,0.0,LSP,13.445,1.0,0.95,0.0,19.41,1.2195799E-9,2.041,PowerLaw,2.04,463.1484,0,16.4418,0.0,848,5BZB J0617+5701,6,17,16.91,+,57,1,16.39,157.42,18.09,0.0," ",17.0,BL Lac,463.0,0,0.31,1.2E-9,0.485,94.32045833333333,57.02121944444444,0.10776428345074313
429,3FGL J0617.6- 1717,CRATES J061733.67- 171522.8,5BZGJ0617-1715,bll,94.38924418,-17.25696834,0.098,ISP,14.241,0.98,0.89,0.0,13.39,9.9929087E-10,1.9362,PowerLaw,1.94,364.4007,0,13.1456,0.0,849,5BZG J0617-1715,6,17,33.41,-,17,15,24.8,224.87,-15.1,0.098," ",14.1,BL Lac-galaxy dominated,364.0,0,0.11,1.4E-9,0.27,94.38920833333333,-17.256888888888888,0.3114442595136838
430,3FGL J0618.0+7819,1REX J061757+7816.1,5BZQJ0617+7816,fsrq,94.48721995,78.26872057,1.43,LSP,12.516,1.0,0.83,0.0,6.13,2.7846234E-10,2.372,PowerLaw,2.37,157.0294,0,19.6254,0.0,850,5BZQ J0617+7816,6,17,56.94,+,78,16,7.39,135.73,24.84,1.43," ",19.8,QSO RLoud flat radio sp.,157.0,0,0.32,0.0,0.707,94.48725,78.26871944444444,0.022365476023387416
432,3FGL J0618.9- 1138,TXS 0616-116,5BZUJ0619-1140,bcu I,94.76709407,-11.68191396,0.97,ISP,14.044,0.99,0.88,0.0,5.63,5.4495214E-10,2.4695,PowerLaw,2.47,508.3954,0,0.0,0.0,853,5BZU J0619-1140,6,19,4.09,-,11,40,54.91,219.83,-12.42,0.97,?,21.5,Blazar Uncertain type,508.0,233,0.08,0.0,0.787,94.76704166666667,-11.681919444444445,0.18579645125023414
434,3FGL J0625.2+4440,GB6 J0625+4440,5BZBJ0625+4440,bll,96.32610579,44.66711848,0.0,ISP,14.55,1.0,0.89,0.0,13.25,8.5840896E-10,2.0463,PowerLaw,2.05,122.8306,0,18.2793,16.73,865,5BZB J0625+4440,6,25,18.27,+,44,40,1.59,169.77,14.39,0.0," ",17.3,BL Lac,122.0,0,1.16,8.0E-10,0.522,96.326125,44.66710833333333,0.061264645591042693
435,3FGL J0626.0- 5436,PMN J0625-5438,5BZQJ0625-5438,fsrq,96.46762758,-54.64741798,2.051,LSP,12.719,1.0,0.84,0.0,8.4,2.6022789E-10,2.9208,PowerLaw,2.92,282.3,0,18.879,0.0,866,5BZQ J0625-5438,6,25,52.21,-,54,38,51.0,263.38,-25.43,2.051," ",19.0,QSO RLoud flat radio sp.,281.0,0,0.12,0.0,0.705,96.46754166666666,-54.6475,0.3452690867643429
439,3FGL J0629.0- 6248,PKS 0628-627,5BZBJ0628-6248,bll,97.23953277,-62.81242903,0.0,LSP,12.62,1.0,0.92,0.0,9.16,5.4224292E-10,2.2291,PowerLaw,2.23,528.0,0,20.8969,0.0,867,5BZB J0628-6248,6,28,57.48,-,62,48,44.71,272.4,-26.46,0.0," ",19.9,BL Lac,528.0,0,0.0,6.0E-10,0.88,97.23949999999999,-62.812419444444444,0.06400178096675778
440,3FGL J0629.4- 1959,PKS 0627-199,5BZBJ0629-1959,bll,97.34900777,-19.98881211,1.724,LSP,13.23,1.0,0.96,0.0,33.63,3.3573819E-9,2.1824,PowerLaw,2.18,677.0253,0,20.529,0.0,868,5BZB J0629-1959,6,29,23.76,-,19,59,19.71,228.63,-13.67,0.0," ",20.1,BL Lac,677.0,487,0.17,2.5E-9,0.808,97.34899999999999,-19.988808333333335,0.029594846742700204
442,3FGL J0630.9- 2406,TXS 0628-240,5BZBJ0630-2406,bll,97.7480073,-24.112834,1.238,HSP,15.5,1.0,0.93,0.95,38.4,3.4955896E-9,1.8094,PowerLaw,1.81,105.8231,3.64e- 12,16.4724,0.0,870,5BZB J0630-2406,6,30,59.51,-,24,6,46.18,232.68,-15.0,0.0," ",16.0,BL Lac,105.0,0,1.12,3.4E-9,0.349,97.74795833333333,-24.112827777777778,0.16245004839759855
444,3FGL J0635.7- 7517,PKS 0637-75,5BZQJ0635-7516,fsrq,98.94378295,-75.27133759,0.653,LSP,13.048,1.0,0.98,0.92,22.79,1.0400436E-9,2.71,PowerLaw,2.71,5377.0,7.92e- 12,15.8999,0.0,879,5BZQ J0635-7516,6,35,46.5,-,75,16,16.78,286.36,-27.17,0.653," ",15.7,QSO RLoud flat radio sp.,5283.0,2868,2.84,1.7E-9,0.687,98.94375,-75.27132777777777,0.046446746560926296
445,3FGL J0638.6+7324,S5 0633+73,5BZQJ0639+7324,fsrq,99.84150509,73.41612232,1.85,LSP,12.76,1.0,0.92,0.0,10.99,4.3363052E-10,2.6406,PowerLaw,2.64,903.6968,0,18.2378,0.0,882,5BZQ J0639+7324,6,39,21.95,+,73,24,57.99,141.27,25.06,1.85," ",18.0,QSO RLoud flat radio sp.,903.0,898,0.5,6.0E-10,0.715,99.84145833333334,73.41610833333334,0.06959481316447157
449,3FGL J0645.9- 3914,PKS 0644-390,5BZQJ0646-3903,fsrq,101.6288357,-39.06086209,0.681,LSP,13.301,0.97,0.0,0.0,5.08,1.8940588E-10,2.8945,PowerLaw,2.89,314.9376,0,18.2533,0.0,889,5BZQ J0646-3903,6,46,30.91,-,39,3,39.09,248.4,-17.59,0.681," ",18.4,QSO RLoud flat radio sp.,290.0,0,0.0,0.0,0.637,101.62879166666666,-39.06085833333333,0.12382787723359084
454,3FGL J0648.1- 3045,PKS 0646-306,5BZQJ0648-3044,fsrq,102.0587352,-30.73879438,1.153,LSP,12.603,1.0,0.94,0.0,13.54,9.9040887E-10,2.5566,PowerLaw,2.56,898.5621,0,18.9054,0.0,892,5BZQ J0648-3044,6,48,14.1,-,30,44,19.71,240.53,-14.11,1.153," ",18.8,QSO RLoud flat radio sp.,898.0,0,0.19,0.0,0.741,102.05875,-30.738808333333335,0.06797344922106766
456,3FGL J0650.7+2503,1ES 0647+250,5BZBJ0650+2502,bll,102.6937091,25.04989594,0.203,HSP,16.42,1.0,0.91,0.98,29.49,2.1635072E-9,1.7208,PowerLaw,1.72,96.7882,4.23e- 11,15.8198,0.0,897,5BZB J0650+2502,6,50,46.48,+,25,2,59.6,190.28,10.99,0.203,?,16.3,BL Lac,96.0,0,13.0,1.8E-9,0.324,102.69366666666667,25.04988888888889,0.14070004097618155
460,3FGL J0654.4+4514,B3 0650+453,5BZQJ0654+4514,fsrq,103.5988068,45.23987375,0.933,LSP,13.081,1.0,0.95,0.0,39.37,2.8793061E-9,2.2873,PowerLaw,2.29,382.9291,0,0.0,0.0,901,5BZQ J0654+4514,6,54,23.7,+,45,14,23.49,171.21,19.38,0.928,?,19.8,QSO RLoud flat radio sp.,382.0,431,0.8,3.4E-9,0.787,103.59875000000001,45.23985833333334,0.15430892070539298
461,3FGL J0654.4+5042,GB6 J0654+5042,5BZQJ0654+5042,fsrq,103.5920548,50.70663149,1.253,ISP,14.153,1.0,0.92,0.0,26.31,1.9774187E-9,1.9406,LogParabola,2.1,197.9588,0,15.6552,0.0,900,5BZQ J0654+5042,6,54,22.08,+,50,42,23.9,165.68,21.1,1.253," ",0.0,QSO RLoud flat radio sp.,198.0,0,0.19,2.8E-9,-9.9,103.59200000000001,50.70663888888889,0.12774351345940543
462,3FGL J0656.4+4232,4C +42.22,5BZGJ0656+4237,bll,104.0444255,42.61743085,0.059,HSP,15.395,0.99,0.91,0.8,9.44,6.5642736E-10,2.0763,PowerLaw,2.08,933.715,3.76e- 12,10.982,0.0,903,5BZG J0656+4237,6,56,10.66,+,42,37,2.78,173.93,18.8,0.059," ",11.1,BL Lac-galaxy dominated,932.0,0,1.35,0.0,0.075,104.04441666666668,42.61743888888889,0.037217551595003076
464,3FGL J0658.3- 5832,PMN J0658-5840,5BZUJ0658-5840,bcu II,104.5574118,-58.67432423,0.0,LSP,13.74,0.96,0.84,0.0,4.09,2.6115493E-10,2.4019,PowerLaw,2.4,436.4,0,14.7652,0.0,907,5BZU J0658-5840,6,58,13.78,-,58,40,27.58,268.82,-22.08,0.421," ",20.0,Blazar Uncertain type,436.0,0,0.0,0.0,0.723,104.55741666666667,-58.674327777777776,0.015687321985720166
466,3FGL J0700.6- 6610,PKS 0700-661,5BZBJ0700-6610,bll,105.1302215,-66.17923115,0.0,ISP,14.49,1.0,0.94,0.91,37.0,3.105874E-9,2.0669,PowerLaw,2.07,294.5,1.26e- 12,15.1955,0.0,909,5BZB J0700-6610,7,0,31.24,-,66,10,45.19,276.76,-23.77,0.0," ",15.1,BL Lac,288.0,0,0.45,3.9E-9,0.34,105.13016666666667,-66.17921944444446,0.09017708641839535
467,3FGL J0701.4- 4634,PKS 0700-465,5BZQJ0701-4634,fsrq,105.3939439,-46.57684055,0.822,LSP,13.376,1.0,0.93,0.0,21.19,1.6569119E-9,2.269,LogParabola,2.43,477.4,8.69e- 13,19.0537,0.0,910,5BZQ J0701-4634,7,1,34.55,-,46,34,36.58,256.8,-17.71,0.822," ",17.8,QSO RLoud flat radio sp.,459.0,657,0.36,1.5E-9,0.665,105.39395833333333,-46.57682777777778,0.05822213079080156
470,3FGL J0706.5+3744,GB6 J0706+3744,5BZBJ0706+3744,bll,106.6320709,37.74344622,0.0,HSP,15.25,1.0,0.86,0.92,18.83,1.1350871E-9,1.8899,PowerLaw,1.89,27.4416,1.85e- 12,17.1654,0.0,913,5BZB J0706+3744,7,6,31.68,+,37,44,36.31,179.49,18.99,0.0," ",17.3,BL Lac,27.0,0,0.56,1.0E-9,0.377,106.63199999999999,37.74341944444445,0.22366981443535486
471,3FGL J0707.0+7741,NVSS J070651+774137,5BZBJ0706+7741,bll,106.7138932,77.6936098,0.0,ISP,14.4,1.0,0.86,0.0,25.31,1.3742665E-9,2.0523,PowerLaw,2.05,38.1383,0,17.7514,0.0,914,5BZB J0706+7741,7,6,51.31,+,77,41,36.99,136.77,27.27,0.0," ",17.5,BL Lac,38.0,0,0.18,1.0E-9,0.371,106.71379166666667,77.69360833333333,0.0780854182802036
472,3FGL J0707.2+6101,TXS 0702+612,5BZBJ0707+6110,bll,106.75236,61.1696023,0.0,-,0.0,0.97,0.0,0.0,6.31,2.0463081E-10,2.8132,PowerLaw,2.81,425.1995,0,16.8752,0.0,915,5BZB J0707+6110,7,7,0.61,+,61,10,11.6,155.1,25.38,0.0," ",16.4,BL Lac,425.0,0,0.0,0.0,0.489,106.75254166666666,61.169888888888885,1.0788438569029544
473,3FGL J0708.9+2239,GB6 J0708+2241,5BZBJ0708+2241,bcu II,107.2428723,22.69319339,0.0,HSP,15.15,1.0,0.0,0.83,7.22,4.8607685E-10,2.0765,PowerLaw,2.08,40.6752,1.94e- 12,17.4714,0.0,916,5BZB J0708+2241,7,8,58.29,+,22,41,35.48,194.24,13.8,0.0," ",16.7,BL Lac,41.0,0,0.69,7.0E-10,0.304,107.24287500000001,22.69318888888889,0.018519880075603668
474,3FGL J0710.3+5908,1H 0658+595,5BZBJ0710+5908,bll,107.6252844,59.13899096,0.125,HSP,16.991,1.0,0.9,0.97,15.25,6.2844607E-10,1.661,PowerLaw,1.66,159.2902,3.25e- 11,14.8164,0.0,919,5BZB J0710+5908,7,10,30.05,+,59,8,20.18,157.4,25.42,0.125," ",15.1,BL Lac,91.0,0,13.4,8.0E-10,0.273,107.62520833333335,59.13893888888889,0.23424580515295157
475,3FGL J0710.5+4732,S4 0707+47,5BZBJ0710+4732,bll,107.6921037,47.53642851,1.292,ISP,14.41,1.0,0.92,0.0,11.21,5.0676241E-10,2.6476,PowerLaw,2.65,1019.4137,0,14.1307,0.0,921,5BZB J0710+4732,7,10,46.09,+,47,32,11.11,169.78,22.76,1.292,?,13.9,BL Lac,1019.0,0,0.67,8.0E-10,0.322,107.69204166666667,47.53641944444444,0.1542599423573017
477,3FGL J0712.6+5033,GB6 J0712+5033,5BZBJ0712+5033,bll,108.1820149,50.55630753,0.502,LSP,13.402,1.0,0.92,0.0,21.2,1.3587355E-9,2.1361,PowerLaw,2.14,189.4604,0,19.1595,0.0,923,5BZB J0712+5033,7,12,43.67,+,50,33,22.71,166.69,23.86,0.0," ",18.1,BL Lac,189.0,0,0.23,1.7E-9,0.537,108.18195833333333,50.556308333333334,0.1294088007380984
478,3FGL J0713.9+1933,MG2 J071354+1934,5BZQJ0713+1935,fsrq,108.4819964,19.58344699,0.54,LSP,13.288,1.0,0.9,0.0,33.61,2.931793E-9,2.1316,LogParabola,2.28,219.287,0,18.7464,0.0,925,5BZQ J0713+1935,7,13,55.67,+,19,35,0.38,197.64,13.59,0.54," ",18.0,QSO RLoud flat radio sp.,219.0,472,0.13,5.2E-9,0.553,108.48195833333334,19.58343888888889,0.1323656387987885
479,3FGL J0718.7- 4319,PMN J0718-4319,5BZBJ0718-4319,bll,109.6817826,-43.33047963,0.0,ISP,14.875,1.0,0.88,0.9,28.74,2.3706983E-9,1.8663,PowerLaw,1.87,85.0,1.13e- 12,17.1796,0.0,928,5BZB J0718-4319,7,18,43.63,-,43,19,49.69,254.92,-13.66,0.0," ",16.5,BL Lac,85.0,0,0.37,2.5E-9,0.35,109.68179166666665,-43.33046944444445,0.04368355473900717
482,3FGL J0721.9+7120,S5 0716+71,5BZBJ0721+7120,bll,110.472702,71.34343428,0.127,LSP,13.992,1.0,0.98,0.97,196.55,2.1998698E-8,1.9478,LogParabola,2.04,727.3043,4.91e- 12,14.6607,0.0,932,5BZB J0721+7120,7,21,53.45,+,71,20,36.38,143.98,28.01,0.0," ",14.1,BL Lac,727.0,2502,2.27,1.83E-8,0.387,110.47270833333333,71.34343888888888,0.018124323123375422
484,3FGL J0724.1+2857,GB6 J0723+2859,5BZQJ0723+2859,fsrq,110.978489854,28.9916259417,0.966,LSP,13.68,0.99,0.0,0.0,9.0,4.3992984E-10,2.5944,PowerLaw,2.59,38.2341,0,19.275,0.0,937,5BZQ J0723+2859,7,23,54.83,+,28,59,29.9,189.51,19.32,0.966," ",18.7,QSO RLoud flat radio sp.,38.0,0,0.0,7.0E-10,0.503,110.97845833333334,28.99163888888889,0.10965414680747508
485,3FGL J0725.2+1425,4C +14.23,5BZQJ0725+1425,fsrq,111.3200323,14.42048516,1.038,ISP,14.159,1.0,0.97,0.0,69.9,7.2425195E-9,2.0947,LogParabola,2.23,1067.2598,0,17.8396,17.84,940,5BZQ J0725+1425,7,25,16.8,+,14,25,13.69,203.64,13.9,1.038," ",18.1,QSO RLoud flat radio sp.,1067.0,313,0.41,1.0E-9,0.734,111.32000000000001,14.420469444444445,0.1260290505425251
486,3FGL J0726.6- 4727,PMN J0726-4728,5BZQJ0726-4728,fsrq,111.6093342,-47.48148968,1.686,LSP,13.549,1.0,0.91,0.0,14.61,1.2299626E-9,2.464,PowerLaw,2.46,492.0,0,0.0,0.0,943,5BZQ J0726-4728,7,26,26.23,-,47,28,53.39,259.38,-14.16,1.686," ",19.2,QSO RLoud flat radio sp.,490.0,0,0.16,1.1E-9,0.729,111.60929166666666,-47.481497222222224,0.10698564149508075
489,3FGL J0730.5+3307,1RXS J073026.0+330727,5BZBJ0730+3307,bll,112.6086014,33.12302985,0.112,ISP,14.921,1.0,0.0,0.91,8.53,4.6993576E-10,2.1172,PowerLaw,2.12,9.2999,3.39e- 12,18.307,17.36,951,5BZB J0730+3307,7,30,26.05,+,33,7,22.9,185.87,22.04,0.112," ",17.8,BL Lac Candidate,9.0,0,1.4,5.0E-10,0.257,112.60854166666667,33.12302777777778,0.1802502575965483
494,3FGL J0733.8+4108,GB6 J0733+4111,5BZBJ0733+4111,bll,113.445574,41.1887809,0.67,ISP,14.548,1.0,0.0,0.0,6.82,3.678256E-10,2.2221,PowerLaw,2.22,24.2741,0,17.757,17.74,958,5BZB J0733+4111,7,33,46.8,+,41,11,19.89,177.66,25.04,0.67,?,18.2,BL Lac,24.0,0,0.0,0.0,0.377,113.445,41.18885833333333,1.5798435012474212
495,3FGL J0733.8+5021,TXS 0730+504,5BZQJ0733+5022,fsrq,113.4688358,50.36918391,0.72,LSP,13.296,1.0,0.94,0.0,8.98,4.3361142E-10,2.5038,PowerLaw,2.5,770.1669,0,18.2812,0.0,959,5BZQ J0733+5022,7,33,52.51,+,50,22,9.08,167.7,27.11,0.72," ",19.1,QSO RLoud flat radio sp.,770.0,491,0.52,7.0E-10,0.808,113.46879166666666,50.36918888888889,0.10291265150682172
497,3FGL J0738.1+1741,PKS 0735+17,5BZBJ0738+1742,bll,114.5308073,17.70527725,0.424,LSP,13.984,1.0,0.98,0.93,55.35,5.4815419E-9,2.0064,PowerLaw,2.01,2258.2659,2.09e- 12,15.9798,14.88,968,5BZB J0738+1742,7,38,7.38,+,17,42,19.0,201.84,18.07,0.424," ",15.5,BL Lac,2258.0,392,0.97,5.2E-9,0.548,114.53074999999998,17.705277777777777,0.19651841791163085
498,3FGL J0739.4+0137,PKS 0736+01,5BZQJ0739+0137,fsrq,114.8251412,1.617949369,0.18941,ISP,14.125,1.0,0.97,0.92,38.99,2.7340228E-9,2.2454,LogParabola,2.48,1964.9073,6.36e- 12,16.2255,0.0,970,5BZQ J0739+0137,7,39,18.03,+,1,37,4.58,216.99,11.38,0.189," ",16.0,QSO RLoud flat radio sp.,1964.0,1268,2.28,2.5E-9,0.611,114.82512500000001,1.6179388888888888,0.06944021249058398
500,3FGL J0742.6+5444,GB6 J0742+5444,5BZUJ0742+5444,fsrq,115.6657944,54.74018522,0.72,ISP,14.736,1.0,0.95,0.9,61.62,4.6656736E-9,2.1307,LogParabola,2.25,281.6328,9.24e- 13,17.5975,0.0,979,5BZU J0742+5444,7,42,39.78,+,54,44,24.68,163.03,29.09,0.723," ",17.6,Blazar Uncertain type,281.0,0,0.38,2.5E-9,0.535,115.66575,54.74018888888889,0.09321374588140226
501,3FGL J0742.6- 5623,PMN J0743-5619,5BZQJ0743-5619,fsrq,115.8353509,-56.32582263,2.319,LSP,12.991,0.99,0.85,0.0,6.06,3.3402872E-10,2.6789,PowerLaw,2.68,669.8,0,19.4356,0.0,983,5BZQ J0743-5619,7,43,20.47,-,56,19,32.98,268.81,-15.59,2.319," ",19.4,QSO RLoud flat radio sp.,638.0,0,0.0,0.0,0.779,115.83529166666668,-56.32582777777778,0.11967857878991608
502,3FGL J0744.3+7434,MS 0737.9+7441,5BZBJ0744+7433,bll,116.0223974,74.56618228,0.315,HSP,17.046,1.0,0.0,0.94,11.91,5.582057E-10,1.9692,PowerLaw,1.97,23.4149,1.36e- 11,17.0706,0.0,986,5BZB J0744+7433,7,44,5.35,+,74,33,58.21,140.26,29.57,0.314," ",16.6,BL Lac,23.0,0,6.29,6.0E-10,0.258,116.02229166666667,74.56616944444444,0.11133932098776435
503,3FGL J0746.4+2540,B2 0743+25,5BZQJ0746+2549,fsrq,116.6078091,25.81725963,2.979,LSP,12.8,0.91,0.81,0.0,10.72,3.4226053E-10,2.9642,PowerLaw,2.96,427.0859,8.26e- 13,19.4707,19.47,994,5BZQ J0746+2549,7,46,25.86,+,25,49,2.1,194.58,22.89,2.979," ",19.5,QSO RLoud flat radio sp.,417.0,0,0.38,6.0E-10,0.776,116.60775000000001,25.81725,0.19463628799712743
506,3FGL J0747.4+0904,RX J0747.3+0905,5BZUJ0747+0905,bll,116.8424667,9.096804139,0.0,HSP,16.305,1.0,0.0,0.88,5.85,3.1103323E-10,2.0663,PowerLaw,2.07,40.4344,4.53e- 12,17.5492,0.0,998,5BZU J0747+0905,7,47,22.21,+,9,5,53.3,211.02,16.52,0.0," ",17.0,Blazar Uncertain type,40.0,0,2.33,0.0,0.323,116.84254166666666,9.09813888888889,4.812483401108988
507,3FGL J0748.3+2401,S3 0745+24,5BZQJ0748+2400,fsrq,117.1504553,24.0066972,0.40985,LSP,13.119,1.0,0.93,0.84,9.36,5.8027072E-10,2.1563,PowerLaw,2.16,958.0938,3.01e- 12,18.3418,18.15,1000,5BZQ J0748+2400,7,48,36.11,+,24,0,24.08,196.6,22.71,0.409," ",18.6,QSO RLoud flat radio sp.,958.0,769,1.24,0.0,0.792,117.15045833333333,24.00668888888889,0.031539102024691755
511,3FGL J0750.6+1232,OI 280,5BZQJ0750+1231,fsrq,117.7168572,12.51800782,0.889,LSP,13.071,1.0,0.95,0.0,13.26,9.376917E-10,2.4112,PowerLaw,2.41,1486.9797,0,17.1955,17.17,1009,5BZQ J0750+1231,7,50,52.04,+,12,31,4.8,208.16,18.76,0.889," ",17.3,QSO RLoud flat radio sp.,1453.0,2038,1.73,1.5E-9,0.714,117.71683333333333,12.518,0.08847582158507215
512,3FGL J0753.1+5353,4C +54.15,5BZBJ0753+5352,bll,118.2557691,53.88323251,0.0,LSP,13.28,1.0,0.96,0.84,16.65,9.7193953E-10,2.1059,PowerLaw,2.11,803.8206,8.98e- 13,17.365,17.22,1017,5BZB J0753+5352,7,53,1.38,+,53,52,59.59,164.2,30.5,0.0," ",17.9,BL Lac,803.0,0,0.42,1.2E-9,0.707,118.25574999999999,53.88321944444444,0.062088790925466875
513,3FGL J0754.8+4824,GB1 0751+485,5BZBJ0754+4823,bll,118.6902937,48.3974301,0.37671,LSP,13.839,1.0,0.92,0.87,18.5,1.1107831E-9,2.1427,PowerLaw,2.14,265.061,1.22e- 12,17.0027,16.37,1023,5BZB J0754+4823,7,54,45.66,+,48,23,50.71,170.55,30.14,0.0," ",17.0,BL Lac,265.0,509,0.5,1.1E-9,0.502,118.69025,48.397419444444445,0.1112751588754591
515,3FGL J0757.0+0956,PKS 0754+100,5BZBJ0757+0956,bll,119.277679,9.943014511,0.266,LSP,13.492,1.0,0.97,0.91,24.47,1.8570876E-9,2.1819,PowerLaw,2.18,957.043,2.28e- 12,16.5006,14.64,1029,5BZB J0757+0956,7,57,6.64,+,9,56,34.9,211.31,19.05,0.266," ",15.1,BL Lac,956.0,1105,1.18,2.0E-9,0.468,119.27766666666666,9.943027777777777,0.06475832547182687
518,3FGL J0758.9+2705,SDSS J075846.99+270515.5,5BZGJ0758+2705,bll,119.696024,27.0874977,0.099,ISP,14.391,1.0,0.0,0.0,8.26,4.6869553E-10,2.1324,PowerLaw,2.13,54.251,0,15.9558,16.43,1030,5BZG J0758+2705,7,58,46.98,+,27,5,15.5,194.27,25.92,0.099," ",17.2,BL Lac-galaxy dominated,54.0,0,0.0,0.0,0.376,119.69575,27.087638888888886,1.0146870194045623
519,3FGL J0800.9+4401,B3 0757+441,5BZBJ0801+4401,bll,120.284484,44.01948774,0.0,LSP,13.46,0.99,0.84,0.0,8.23,4.2721562E-10,2.3781,PowerLaw,2.38,228.7809,0,20.043,19.14,1035,5BZB J0801+4401,8,1,8.27,+,44,1,10.3,175.76,30.56,0.0," ",19.8,BL Lac,228.0,0,0.0,6.0E-10,0.754,120.28445833333333,44.019527777777775,0.1587140293072647
520,3FGL J0802.0+1005,NVSS J080204+100639,5BZBJ0802+1006,bll,120.520339,10.1109939,0.84159,HSP,15.745,1.0,0.0,0.0,5.56,3.1233185E-10,2.1458,PowerLaw,2.15,6.6728,0,18.5868,16.78,1037,5BZB J0802+1006,8,2,4.81,+,10,6,37.9,211.7,20.23,0.0," ",17.2,BL Lac,7.0,0,0.0,0.0,0.211,120.52004166666667,10.110527777777778,1.9814802701498893
525,3FGL J0805.4+6144,TXS 0800+618,5BZQJ0805+6144,fsrq,121.3257482,61.73991683,3.033,LSP,12.766,1.0,0.93,0.0,18.27,6.0187072E-10,2.7484,PowerLaw,2.75,829.1299,0,19.6489,0.0,1042,5BZQ J0805+6144,8,5,18.14,+,61,44,24.0,155.04,32.35,3.033," ",19.7,QSO RLoud flat radio sp.,828.0,0,0.8,1.0E-9,0.848,121.32558333333334,61.74,0.41063087401911336
526,3FGL J0805.4+7534,RX J0805.4+7534,5BZBJ0805+7534,bll,121.3610288,75.57362254,0.121,HSP,15.4,1.0,0.89,0.95,26.65,1.3967311E-9,1.9177,PowerLaw,1.92,52.721,7.10e- 12,15.6328,0.0,1043,5BZB J0805+7534,8,5,26.63,+,75,34,24.99,138.89,30.79,0.121," ",15.2,BL Lac,52.0,0,3.66,1.5E-9,0.247,121.36095833333334,75.57360833333333,0.08130220754867723
527,3FGL J0806.6+5933,SBS 0802+596,5BZBJ0806+5931,bll,121.6081203,59.51858623,0.0,HSP,15.45,0.99,0.0,0.87,6.61,2.9624364E-10,1.8799,PowerLaw,1.88,61.0507,4.84e- 12,16.1342,0.0,1045,5BZB J0806+5931,8,6,25.92,+,59,31,7.1,157.67,32.55,0.0," ",15.7,BL Lac,61.0,0,2.24,0.0,0.245,121.60799999999998,59.51863888888889,0.2901695642818755
529,3FGL J0807.1- 0541,PKS 0804-05,5BZBJ0807-0541,bll,121.7900732,-5.687198733,0.0,ISP,14.6,1.0,0.95,0.0,19.42,1.5899809E-9,2.0682,PowerLaw,2.07,545.4691,0,18.3784,0.0,1048,5BZB J0807-0541,8,7,9.61,-,5,41,13.88,226.97,14.01,0.0," ",17.9,BL Lac,545.0,0,0.31,1.3E-9,0.635,121.79004166666668,-5.6871888888888895,0.11838980944206119
530,3FGL J0807.9+4946,OJ 508,5BZQJ0808+4950,fsrq,122.1652762,49.84348066,1.434,LSP,12.526,0.94,0.89,0.0,6.07,2.7505961E-10,2.5719,PowerLaw,2.57,1115.0804,0,14.7382,14.29,1052,5BZQ J0808+4950,8,8,39.65,+,49,50,36.99,169.16,32.56,1.432," ",18.6,QSO RLoud flat radio sp.,1115.0,0,0.27,0.0,0.796,122.16520833333334,49.843608333333336,0.4858788181657609
532,3FGL J0808.2- 0751,PKS 0805-07,5BZQJ0808-0751,fsrq,122.0647335,-7.852746267,1.837,LSP,13.533,1.0,0.99,0.0,73.84,9.672716E-9,1.9584,LogParabola,2.09,767.0,0,17.1496,17.06,1050,5BZQ J0808-0751,8,8,15.54,-,7,51,9.9,229.04,13.16,1.837," ",17.8,QSO RLoud flat radio sp.,1595.0,0,0.88,1.5E-8,0.738,122.06474999999999,-7.8527499999999995,0.06035807367647022
533,3FGL J0809.5+4045,S4 0805+41,5BZQJ0808+4052,fsrq,122.2360502,40.87913579,1.418,LSP,12.793,0.93,0.8,0.0,5.37,2.3800126E-10,2.6499,PowerLaw,2.65,584.5585,0,17.2627,18.72,1053,5BZQ J0808+4052,8,8,56.63,+,40,52,44.9,179.65,31.44,1.418," ",19.0,QSO RLoud flat radio sp.,584.0,500,0.55,0.0,0.779,122.23595833333331,40.87913888888889,0.2503034228048977
534,3FGL J0809.5+5342,87GB 080551.6+535010,5BZQJ0809+5341,fsrq,122.4238863,53.6903035,2.133,LSP,13.221,1.0,0.84,0.0,8.33,4.141017E-10,2.4068,PowerLaw,2.41,140.9715,0,0.0,19.65,1056,5BZQ J0809+5341,8,9,41.71,+,53,41,25.11,164.6,32.95,2.133," ",20.4,QSO RLoud flat radio sp.,140.0,0,0.0,0.0,0.766,122.42379166666667,53.69030833333333,0.20248250676853105
