Entry number,Fermi name,Counterpart name,Bzcat5 name,Optical Class,RA (J2000.0),Dec (J2000.0),Redshift,SED Class,Log Î½Sync. Z corr. (Hz),Probability Bayesian,Reliability LR RG,Reliability LR XG,Significance,Flux 1-100 GeV (ph/cm2/s),Spectral Index,Spectral Type,Power Law Index,Radio flux (mJy),X Flux (erg cm-2 s-1),USNO Vmag,SDSS Vmag,Seq,Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,GLON,GLAT,z,u_z,Rmag,Class,FR,F143,FX,FF,aro,RA_deg,DEC_deg,Separation
1342,3FGL J1945.9- 3115,PKS 1942-313,5BZBJ1945-3111,bll,296.4973725,-31.19398802,0.0,-,0.0,0.99,0.8,0.0,10.98,9.2279445E-10,2.3499,PowerLaw,2.35,168.0127,0,15.5529,0.0,3024,5BZB J1945-3111,19,45,59.4,-,31,11,39.3,8.99,-24.57,0.0," ",18.0,BL Lac,168.0,0,0.0,7.0E-10,0.525,296.4975,-31.19425,1.0215938152534112
1344,3FGL J1954.8- 1122,TXS 1951-115,5BZBJ1954-1123,fsrq,298.6714822,-11.38962279,0.683,LSP,12.831,1.0,0.91,0.0,19.24,2.1413433E-9,2.2713,PowerLaw,2.27,366.6996,0,19.5262,0.0,3030,5BZB J1954-1123,19,54,41.15,-,11,23,22.59,29.65,-19.14,0.683," ",18.9,BL Lac,367.0,539,0.34,2.9E-9,0.672,298.6714583333333,-11.389608333333333,0.0990097464572169
1348,3FGL J1957.0- 3234,PKS 1953-325,5BZQJ1956-3225,fsrq,299.2477303,-32.42944655,1.242,LSP,12.726,0.97,0.8,0.0,5.42,3.2779024E-10,2.7069,PowerLaw,2.71,473.6797,0,18.6587,0.0,3033,5BZQ J1956-3225,19,56,59.45,-,32,25,45.98,8.45,-27.17,1.242," ",18.6,QSO RLoud flat radio sp.,474.0,302,0.0,0.0,0.71,299.2477083333333,-32.42943888888889,0.07222124153524112
1349,3FGL J1958.0- 3847,PKS 1954-388,5BZQJ1957-3845,fsrq,299.499247,-38.75176553,0.63,LSP,13.012,1.0,0.96,0.0,37.66,3.0072957E-9,2.2276,LogParabola,2.39,1493.8301,0,17.5425,0.0,3034,5BZQ J1957-3845,19,57,59.82,-,38,45,6.4,1.57,-28.96,0.63," ",17.1,QSO RLoud flat radio sp.,1494.0,990,1.14,3.1E-9,0.705,299.49925,-38.751777777777775,0.0448892381293511
1350,3FGL J1958.2- 3011,1RXS J195815.6- 301119,5BZGJ1958-3011,bll,299.562037,-30.1869175,0.11933,HSP,16.623,0.0,0.88,0.95,7.08,4.9062826E-10,1.8188,PowerLaw,1.82,128.5022,1.64e- 11,14.303,0.0,3035,5BZG J1958-3011,19,58,14.9,-,30,11,11.68,10.94,-26.77,0.119," ",14.0,BL Lac-galaxy dominated,129.0,0,6.24,6.0E-10,0.17,299.5620833333333,-30.186577777777778,1.2314694471338161
1351,3FGL J1959.1- 4245,PMN J1959-4246,5BZQJ1959-4246,fsrq,299.8053239,-42.76875402,2.174,LSP,13.622,1.0,0.87,0.0,22.52,1.4491249E-9,2.4715,PowerLaw,2.47,163.3,0,18.4167,0.0,3036,5BZQ J1959-4246,19,59,13.38,-,42,46,7.78,357.11,-30.01,2.178," ",19.7,QSO RLoud flat radio sp.,163.0,318,0.29,2.5E-9,0.713,299.80575,-42.76882777777778,1.1569619019126804
1353,3FGL J2000.0+6509,1ES 1959+650,5BZBJ1959+6508,bll,299.9993839,65.14851441,0.047,HSP,16.86,1.0,0.95,0.99,61.92,5.8358922E-9,1.8832,PowerLaw,1.88,250.2388,1.14e- 10,11.8005,0.0,3037,5BZB J1959+6508,19,59,59.86,+,65,8,54.7,98.0,17.67,0.047," ",11.9,BL Lac,250.0,0,32.3,5.9E-9,0.079,299.99941666666666,65.14852777777779,0.06909107019952238
1355,3FGL J2001.0- 1750,PKS 1958-179,5BZQJ2000-1748,fsrq,300.2378769,-17.8160202,0.652,LSP,13.338,1.0,0.93,0.89,21.06,1.8311496E-9,2.3097,PowerLaw,2.31,550.5932,4.04e- 12,17.4257,0.0,3039,5BZQ J2000-1748,20,0,57.09,-,17,48,57.7,24.01,-23.12,0.652," ",16.8,QSO RLoud flat radio sp.,550.0,1008,1.45,2.5E-9,0.659,300.23787500000003,-17.81602777777778,0.028046466518925565
1356,3FGL J2001.8+7041,TXS 2001+705,5BZBJ2001+7040,bll,300.3915121,70.67381751,0.254,HSP,15.063,1.0,0.88,0.0,10.77,7.2966438E-10,2.0817,PowerLaw,2.08,160.1297,0,19.6444,0.0,3041,5BZB J2001+7040,20,1,33.95,+,70,40,25.39,103.31,19.97,0.0," ",19.6,BL Lac,160.0,0,0.13,8.0E-10,0.662,300.39145833333333,70.67371944444444,0.35880056319640596
1358,3FGL J2004.8+7003,1RXS J200504.0+700445,5BZBJ2005+7004,bll,301.27505874999997,70.07760055555555,0.0,HSP,16.34,0.99,0.0,0.87,11.1,6.8291001E-10,1.9062,PowerLaw,1.91,8.1293,1.80e- 12,18.912,0.0,3045,5BZB J2005+7004,20,5,6.3,+,70,4,40.69,102.88,19.44,0.0," ",19.2,BL Lac,8.0,0,0.59,1.2E-9,0.371,301.27625,70.07796944444443,1.9745699140439363
1359,3FGL J2005.2+7752,S5 2007+77,5BZBJ2005+7752,bll,301.3791604,77.87867987,0.342,LSP,13.528,1.0,0.97,0.87,25.42,1.7906012E-9,2.2187,PowerLaw,2.22,1060.7971,1.20e- 12,18.1548,15.42,3047,5BZB J2005+7752,20,5,31.0,+,77,52,43.21,110.46,22.73,0.342," ",16.1,BL Lac,1061.0,939,0.43,1.1E-9,0.542,301.37916666666666,77.87866944444444,0.037829778386763005
1360,3FGL J2006.0- 2311,TXS 2002-233,5BZQJ2005-2310,fsrq,301.4858146,-23.17416986,0.83,LSP,13.022,1.0,0.86,0.0,10.95,7.8043139E-10,2.5039,PowerLaw,2.5,302.5019,0,19.1785,0.0,3048,5BZQ J2005-2310,20,5,56.59,-,23,10,27.01,18.98,-26.16,0.833,?,18.8,QSO RLoud flat radio sp.,325.0,223,0.15,1.6E-9,0.68,301.4857916666666,-23.174169444444445,0.07591321089060454
1361,3FGL J2007.3+6605,TXS 2007+659,5BZQJ2007+6607,fsrq,301.8698796,66.12292659,1.325,LSP,12.886,1.0,0.9,0.0,8.24,5.0818061E-10,2.5898,PowerLaw,2.59,509.027,0,20.6685,0.0,3051,5BZQ J2007+6607,20,7,28.77,+,66,7,22.51,99.28,17.43,1.325," ",20.3,QSO RLoud flat radio sp.,509.0,188,0.0,0.0,0.846,301.869875,66.12291944444443,0.02658299366339925
1363,3FGL J2007.8- 4429,PKS 2004-447,5BZQJ2007-4434,nlsy1,301.979935,-44.57896599,0.24,LSP,13.703,1.0,0.91,0.0,9.68,5.6087929E-10,2.4686,PowerLaw,2.47,861.5,5.85e- 13,17.9131,0.0,3053,5BZQ J2007-4434,20,7,55.18,-,44,34,44.29,355.33,-31.86,0.24," ",18.0,QSO RLoud flat radio sp.,862.0,0,0.27,7.0E-10,0.68,301.97991666666667,-44.578969444444446,0.04862779632662457
1364,3FGL J2009.3- 4849,PKS 2005-489,5BZBJ2009-4849,bll,302.3557946,-48.83158936,0.071,HSP,16.287,1.0,0.98,0.99,40.3,3.5539898E-9,1.7734,PowerLaw,1.77,1299.0,8.08e- 11,11.2857,0.0,3055,5BZB J2009-4849,20,9,25.38,-,48,49,53.68,350.37,-32.61,0.071," ",11.0,BL Lac,1299.0,506,33.3,3.8E-9,0.163,302.35574999999994,-48.83157777777778,0.11361987406200379
1365,3FGL J2010.3+7228,4C +72.28,5BZBJ2009+7229,bll,302.4679328,72.48870861,0.0,LSP,12.9,1.0,0.94,0.0,18.36,1.4176655E-9,2.1985,LogParabola,2.32,953.6988,0,19.9506,0.0,3056,5BZB J2009+7229,20,9,52.3,+,72,29,19.39,105.35,20.18,0.0," ",19.0,BL Lac,954.0,388,0.13,1.4E-9,0.769,302.46791666666667,72.48871944444444,0.04274013588555103
1367,3FGL J2014.3- 0047,PMN J2014-0047,5BZBJ2014-0047,bll,303.6193465,-0.789693961,0.23,HSP,15.422,0.99,0.84,0.83,9.5,7.2196321E-10,1.832,PowerLaw,1.83,124.8559,2.35e- 12,18.3427,0.0,3062,5BZB J2014-0047,20,14,28.63,-,0,47,22.81,42.0,-18.77,0.0," ",17.7,BL Lac,125.0,0,0.77,1.0E-9,0.42,303.6192916666667,-0.7896694444444444,0.21621543725479153
1370,3FGL J2015.2- 0138,PKS 2012-017,5BZBJ2015-0137,bll,303.8131582,-1.625711239,0.0,ISP,14.432,1.0,0.95,0.0,12.67,1.0650336E-9,2.1519,PowerLaw,2.15,921.7772,0,17.8496,0.0,3065,5BZB J2015-0137,20,15,15.16,-,1,37,32.59,41.32,-19.34,0.0," ",16.5,BL Lac,922.0,0,0.27,1.2E-9,0.556,303.8131666666667,-1.6257194444444445,0.042436666006284
1371,3FGL J2016.4- 0905,PMN J2016-0903,5BZBJ2016-0903,bll,304.1001513,-9.059296708,0.367,ISP,14.533,1.0,0.86,0.83,18.37,1.39983E-9,1.9846,PowerLaw,1.98,75.6175,6.42e- 13,17.3196,0.0,3068,5BZB J2016-0903,20,16,24.03,-,9,3,33.4,34.36,-22.97,0.0," ",16.9,BL Lac,76.0,0,0.3,1.9E-9,0.382,304.100125,-9.059277777777778,0.11569923831247876
1374,3FGL J2022.2- 4515,PMN J2022-4513,5BZBJ2022-4513,bll,305.609458,-45.2254167,0.0,ISP,14.672,1.0,0.82,0.0,8.73,5.5388072E-10,2.3458,PowerLaw,2.35,138.2,0,13.9118,0.0,3077,5BZB J2022-4513,20,22,26.2,-,45,13,31.0,354.92,-34.48,0.0," ",0.0,BL Lac,141.0,0,0.0,5.0E-10,-9.9,305.6091666666667,-45.22527777777778,0.892067539818698
1375,3FGL J2022.5+7612,S5 2023+760,5BZBJ2022+7611,bll,305.6482329,76.19060323,0.594,ISP,14.106,1.0,0.93,0.0,16.2,1.2486583E-9,2.3505,PowerLaw,2.35,429.0263,0,18.166,15.89,3078,5BZB J2022+7611,20,22,35.58,+,76,11,26.19,109.28,21.13,0.0," ",16.7,BL Lac,429.0,589,0.8,1.5E-9,0.501,305.64825,76.19060833333334,0.023525341997000022
1376,3FGL J2023.6- 1139,PMN J2023-1140,5BZUJ2023-1139,fsrq,305.9029216,-11.66619193,0.698,LSP,13.375,1.0,0.89,0.0,13.92,1.0538939E-9,1.9585,PowerLaw,1.96,175.1134,0,0.0,0.0,3079,5BZU J2023-1139,20,23,36.66,-,11,39,57.88,32.6,-25.69,0.0," ",20.4,Blazar Uncertain type,175.0,0,0.0,1.1E-9,0.726,305.90275,-11.666077777777778,0.7313696679578846
1378,3FGL J2024.4- 3254,PKS 2021-330,5BZQJ2024-3253,fsrq,306.1482352,-32.89330872,1.465,LSP,13.362,1.0,0.9,0.0,11.08,4.9213772E-10,2.789,PowerLaw,2.79,887.0339,0,18.9042,0.0,3081,5BZQ J2024-3253,20,24,35.57,-,32,53,35.91,9.64,-32.9,1.465," ",18.7,QSO RLoud flat radio sp.,887.0,425,0.0,0.0,0.77,306.1482083333333,-32.89330833333333,0.08122609688356203
1379,3FGL J2025.6- 0736,PKS 2023-07,5BZQJ2025-0735,fsrq,306.4194184,-7.597969211,1.388,LSP,13.418,1.0,0.98,0.0,63.11,6.9661041E-9,2.1816,LogParabola,2.33,1347.2672,0,18.2268,0.0,3085,5BZQ J2025-0735,20,25,40.66,-,7,35,52.69,36.89,-24.39,1.388," ",18.7,QSO RLoud flat radio sp.,1347.0,940,0.65,1.01E-8,0.808,306.4194166666667,-7.597969444444444,0.006242046573168212
1381,3FGL J2030.2- 0622,TXS 2027-065,5BZUJ2030-0622,fsrq,307.5630792,-6.370814972,0.667,LSP,13.227,1.0,0.89,0.0,9.76,6.0181676E-10,2.6407,PowerLaw,2.64,244.0375,0,0.0,0.0,3089,5BZU J2030-0622,20,30,15.13,-,6,22,14.91,38.66,-24.86,0.671," ",21.9,Blazar Uncertain type,244.0,0,0.03,9.0E-10,0.861,307.56304166666666,-6.370808333333333,0.13639570332270556
1383,3FGL J2031.8+1223,PKS 2029+121,5BZUJ2031+1219,bll,307.9791428,12.32815003,1.215,LSP,12.953,1.0,0.93,0.0,8.42,7.4724865E-10,2.4451,PowerLaw,2.45,999.4589,0,17.6765,0.0,3094,5BZU J2031+1219,20,31,54.99,+,12,19,41.3,56.13,-15.77,1.215," ",17.4,Blazar Uncertain type,999.0,856,0.19,1.2E-9,0.596,307.97912499999995,12.328138888888889,0.0743485579357064
1385,3FGL J2034.3+1155,TXS 2032+117,5BZUJ2034+1154,fsrq,308.6546235,11.90871796,0.607,ISP,14.88,1.0,0.85,0.0,4.86,4.8542309E-10,2.475,PowerLaw,2.47,341.5209,1.05e- 12,15.6425,0.0,3095,5BZU J2034+1154,20,34,37.11,+,11,54,31.39,56.14,-16.55,0.607," ",17.9,Blazar Uncertain type,342.0,0,0.32,0.0,0.52,308.654625,11.908719444444445,0.007515095300722193
1386,3FGL J2035.3+1055,PKS 2032+107,5BZQJ2035+1056,fsrq,308.8430554,10.93521904,0.601,ISP,14.032,1.0,0.96,0.0,19.79,1.7625145E-9,2.4679,PowerLaw,2.47,1074.6718,0,15.5201,0.0,3096,5BZQ J2035+1056,20,35,22.32,+,10,56,6.79,55.39,-17.24,0.601," ",17.4,QSO RLoud flat radio sp.,1075.0,455,0.27,1.5E-9,0.648,308.84299999999996,10.935219444444444,0.1958240397161238
1387,3FGL J2036.4+6551,87GB 203539.4+654245,5BZBJ2036+6553,bll,309.0838968,65.88737856,0.0,ISP,14.48,0.99,0.87,0.0,9.57,6.0931543E-10,2.0108,PowerLaw,2.01,131.4303,0,18.605,0.0,3100,5BZB J2036+6553,20,36,20.14,+,65,53,14.49,100.65,14.8,0.0," ",18.0,BL Lac,131.0,0,0.0,6.0E-10,0.434,309.0839166666667,65.88735833333334,0.0784593672613065
1389,3FGL J2036.8- 2830,PMN J2036-2830,5BZQJ2036-2830,fsrq,309.1573953,-28.50736968,2.308,LSP,12.648,0.99,0.89,0.0,7.55,4.1747159E-10,2.5774,PowerLaw,2.58,293.0,0,0.0,0.0,3101,5BZQ J2036-2830,20,36,37.77,-,28,30,26.49,15.5,-34.35,2.308," ",20.6,QSO RLoud flat radio sp.,64.0,0,0.17,0.0,0.712,309.157375,-28.507358333333332,0.0761097873494829
1390,3FGL J2039.0- 1047,TXS 2036-109,5BZBJ2039-1046,bll,309.7529602,-10.7782954,0.0,LSP,13.842,1.0,0.91,0.0,25.88,2.3899862E-9,1.8432,LogParabola,2.01,193.0998,0,18.1133,0.0,3107,5BZB J2039-1046,20,39,0.71,-,10,46,41.8,35.29,-28.74,0.0," ",19.0,BL Lac,193.0,0,0.53,2.2E-9,0.689,309.7529583333333,-10.77827777777778,0.0637825423065762
1395,3FGL J2042.1+2428,MG2 J204208+2426,5BZGJ2042+2426,bll,310.525205,24.44787253,0.104,HSP,15.793,0.0,0.85,0.96,8.38,5.1548665E-10,1.867,PowerLaw,1.87,70.3164,2.32e- 11,13.8694,0.0,3111,5BZG J2042+2426,20,42,6.05,+,24,26,52.29,67.76,-10.81,0.104," ",13.3,BL Lac-galaxy dominated,70.0,0,7.53,0.0,0.043,310.52520833333335,24.447858333333333,0.05226244089114403
1399,3FGL J2050.2+0409,PKS 2047+039,5BZBJ2050+0407,bll,312.5260024,4.130247261,0.0,LSP,13.075,1.0,0.91,0.0,7.65,5.8233673E-10,2.0669,PowerLaw,2.07,565.6187,0,19.2309,17.65,3118,5BZB J2050+0407,20,50,6.23,+,4,7,48.9,51.38,-23.99,0.0," ",18.5,BL Lac,566.0,195,0.28,8.0E-10,0.692,312.5259583333333,4.130249999999999,0.1585349368083618
1401,3FGL J2055.0+0016,RGB J2054+002,5BZGJ2054+0015,bll,313.736786,0.260552887,0.151,ISP,14.421,1.0,0.83,0.9,4.89,2.4313354E-10,1.733,PowerLaw,1.73,57.1255,3.97e- 12,16.4148,16.3,3125,5BZG J2054+0015,20,54,56.84,+,0,15,37.8,48.43,-27.05,0.151," ",17.1,BL Lac-galaxy dominated,57.0,0,1.42,0.0,0.38,313.7368333333333,0.2605,0.25550955025338706
1402,3FGL J2055.2- 0019,1RXS J205528.2- 002123,5BZBJ2055-0021,bll,313.8676277,-0.354767422,0.44,HSP,17.892,0.99,0.0,0.9,6.94,3.7026693E-10,1.6248,PowerLaw,1.62,41.0377,1.20e- 11,18.6326,17.54,3127,5BZB J2055-0021,20,55,28.21,-,0,21,17.2,47.91,-27.48,0.0," ",17.9,BL Lac,41.0,0,4.95,4.0E-10,0.404,313.8675416666667,-0.35477777777777775,0.3119497693753643
1403,3FGL J2056.2- 4714,PKS 2052-47,5BZQJ2056-4714,fsrq,314.0681659,-47.24656327,1.491,LSP,13.191,1.0,0.98,0.92,78.95,6.3407231E-9,2.2647,LogParabola,2.4,2138.0,1.27e- 12,18.2298,0.0,3128,5BZQ J2056-4714,20,56,16.36,-,47,14,47.61,352.59,-40.39,1.491," ",18.3,QSO RLoud flat radio sp.,2138.0,1502,0.59,8.6E-9,0.826,314.0681666666667,-47.24655833333333,0.017870489801360686
1409,3FGL J2108.6- 0250,TXS 2106-030,5BZBJ2108-0250,bll,317.1864013,-2.842846536,0.149,HSP,15.76,1.0,0.86,0.0,5.05,2.4285415E-10,1.9379,PowerLaw,1.94,127.2213,0,15.0313,15.5,3142,5BZB J2108-0250,21,8,44.72,-,2,50,34.18,47.39,-31.6,0.149," ",16.2,BL Lac,127.0,0,1.38,4.0E-10,0.432,317.1863333333333,-2.842827777777778,0.2535375404326273
1411,3FGL J2109.1- 6638,PKS 2104-668,5BZBJ2108-6637,bcu II,317.2159195,-66.62298449,0.0,LSP,13.967,1.0,0.91,0.88,13.11,7.2646411E-10,2.0057,PowerLaw,2.01,327.0,2.97e- 12,17.5361,0.0,3143,5BZB J2108-6637,21,8,51.82,-,66,37,22.69,327.55,-38.17,0.0," ",17.0,BL Lac,327.0,0,1.62,6.0E-10,0.494,317.21591666666666,-66.62296944444444,0.05431499195215329
1412,3FGL J2110.0+0812,PMN J2110+0810,5BZQJ2110+0809,fsrq,317.5403195,8.165384492,1.58,LSP,13.382,1.0,0.0,0.0,10.69,9.5777086E-10,2.3253,PowerLaw,2.33,77.462,0,19.6,18.91,3147,5BZQ J2110+0809,21,10,9.67,+,8,9,55.4,58.14,-25.89,1.58," ",19.4,QSO RLoud flat radio sp.,77.0,0,0.0,1.0E-9,0.63,317.5402916666667,8.16538888888889,0.10043931105637069
1413,3FGL J2110.3- 1013,PKS 2107-105,5BZQJ2110-1020,fsrq,317.5040792,-10.34925562,2.5,LSP,12.864,0.97,0.87,0.0,7.14,3.8756087E-10,2.7119,PowerLaw,2.71,1193.7224,0,18.4774,0.0,3146,5BZQ J2110-1020,21,10,0.97,-,10,20,57.29,39.63,-35.43,2.5," ",18.8,QSO RLoud flat radio sp.,1194.0,0,0.0,0.0,0.811,317.5040416666667,-10.349247222222223,0.13631639632972095
1416,3FGL J2115.4+2933,B2 2113+29,5BZQJ2115+2933,fsrq,318.8725561,29.56065746,1.514,LSP,12.985,1.0,0.95,0.0,16.38,1.2448438E-9,2.3726,PowerLaw,2.37,755.7915,5.72e- 13,19.4864,0.0,3152,5BZQ J2115+2933,21,15,29.4,+,29,33,38.41,76.62,-13.31,1.514," ",18.9,QSO RLoud flat radio sp.,756.0,217,0.15,1.3E-9,0.745,318.8725,29.560669444444446,0.18089204161401845
1417,3FGL J2116.1+3339,B2 2114+33,5BZBJ2116+3339,bll,319.0604923,33.6556735,1.596,HSP,15.326,1.0,0.92,0.89,36.02,3.4275014E-9,1.9075,PowerLaw,1.91,116.2786,8.79e- 13,15.3188,0.0,3155,5BZB J2116+3339,21,16,14.51,+,33,39,20.41,79.81,-10.66,0.0," ",15.4,BL Lac,116.0,0,0.25,2.8E-9,0.276,319.0604583333333,33.65566944444444,0.10282560080998278
1419,3FGL J2118.4+0013,PMN J2118+0013,5BZQJ2118+0013,fsrq,319.5724938,0.221335897,0.463,ISP,14.117,1.0,0.81,0.0,4.36,2.5923114E-10,1.9386,PowerLaw,1.94,148.5595,0,19.9497,17.87,3158,5BZQ J2118+0013,21,18,17.39,+,0,13,16.71,51.93,-32.03,0.463," ",18.4,QSO RLoud flat radio sp.,149.0,185,0.2,9.0E-10,0.581,319.5724583333334,0.22130833333333333,0.16170458632843557
1421,3FGL J2121.0+1901,OX 131,5BZQJ2121+1901,fsrq,320.2525278,19.02452187,2.18,ISP,14.246,1.0,0.96,0.0,27.41,2.2148379E-9,2.1583,PowerLaw,2.16,698.2217,0,0.0,19.91,3161,5BZQ J2121+1901,21,21,0.6,+,19,1,28.3,69.24,-21.25,2.18," ",20.4,QSO RLoud flat radio sp.,698.0,0,0.09,2.3E-9,0.878,320.2525,19.024527777777777,0.09697448362011664
1422,3FGL J2123.6+0533,OX 036,5BZQJ2123+0535,fsrq,320.9354892,5.589470253,1.941,LSP,12.948,1.0,0.92,0.0,6.75,4.8552873E-10,2.1721,PowerLaw,2.17,794.1484,8.52e- 13,19.9666,16.84,3164,5BZQ J2123+0535,21,23,44.51,+,5,35,22.09,58.0,-30.13,1.941," ",17.4,QSO RLoud flat radio sp.,794.0,460,0.35,0.0,0.68,320.9354583333333,5.589469444444444,0.11062995971762539
1424,3FGL J2126.5- 4605,PKS 2123-463,5BZQJ2126-4605,fsrq,321.6279345,-46.09663669,1.67,LSP,13.385,1.0,0.97,0.0,34.03,1.9414534E-9,2.5023,PowerLaw,2.5,1520.0,0,17.8909,0.0,3168,5BZQ J2126-4605,21,26,30.7,-,46,5,47.9,353.58,-45.65,1.67,?,17.6,QSO RLoud flat radio sp.,1520.0,442,0.62,1.0E-9,0.734,321.6279166666667,-46.09663888888889,0.04521741227173881
1425,3FGL J2127.7+3612,B2 2125+35,5BZBJ2127+3613,bll,321.9292854,36.21825924,0.0,HSP,15.599,1.0,0.9,0.85,14.25,1.1027548E-9,1.8991,PowerLaw,1.9,191.8178,1.40e- 12,17.6681,0.0,3170,5BZB J2127+3613,21,27,43.02,+,36,13,5.69,83.35,-10.56,0.0," ",16.9,BL Lac,192.0,0,0.38,1.1E-9,0.394,321.92924999999997,36.218247222222224,0.11154687749419358
1426,3FGL J2130.8- 2745,RBS 1751,5BZBJ2131-2746,bll,322.763733,-27.7828178,0.0,HSP,16.3,1.0,0.0,0.89,8.79,4.2596704E-10,1.6986,PowerLaw,1.7,37.4648,5.38e- 12,18.0072,0.0,3176,5BZB J2131-2746,21,31,3.29,-,27,46,58.0,19.98,-45.87,0.0," ",17.4,BL Lac,37.0,0,2.49,0.0,0.365,322.7637083333333,-27.782777777777778,0.16410736169668313
1427,3FGL J2131.5- 0915,RBS 1752,5BZBJ2131-0915,bll,322.8975974,-9.256581617,0.449,HSP,16.831,1.0,0.86,0.96,13.68,8.629405E-10,2.0244,PowerLaw,2.02,43.6148,1.58e- 11,17.1641,0.0,3178,5BZB J2131-0915,21,31,35.39,-,9,15,23.0,43.89,-39.68,0.449," ",17.5,BL Lac,42.0,0,7.3,8.0E-10,0.391,322.8974583333333,-9.256388888888889,0.8517882202813347
1428,3FGL J2131.8- 2516,RBS 1755,5BZBJ2131-2515,bll,322.964571,-25.2662696,0.0,-,0.0,1.0,0.0,0.92,7.01,3.5248712E-10,2.0132,PowerLaw,2.01,11.0039,6.04e- 12,18.8545,0.0,3179,5BZB J2131-2515,21,31,51.29,-,25,15,57.99,23.55,-45.49,0.0," ",18.5,BL Lac,11.0,0,2.8,0.0,0.367,322.96370833333333,-25.26610833333333,2.8678790882598477
1430,3FGL J2133.3+2533,87GB 213100.1+251534,5BZGJ2133+2528,bcu II,323.3098256,25.48305023,0.0,ISP,14.64,0.96,0.0,0.0,5.0,3.4366837E-10,2.0097,PowerLaw,2.01,39.848,0,17.6117,17.21,3181,5BZG J2133+2528,21,33,14.35,+,25,28,59.08,76.34,-18.97,0.294," ",18.0,BL Lac-galaxy dominated,40.0,0,0.0,6.0E-10,0.36,323.3097916666667,25.483077777777776,0.14830960978109728
1432,3FGL J2134.1- 0152,PKS 2131-021,5BZBJ2134-0153,bll,323.5429567,-1.888121914,1.283,LSP,13.189,1.0,0.97,0.8,16.5,1.1177491E-9,2.2075,PowerLaw,2.21,1690.5479,6.71e- 13,19.0343,16.89,3183,5BZB J2134-0153,21,34,10.31,-,1,53,17.19,52.39,-36.51,1.283," ",17.6,BL Lac,1691.0,1311,0.32,1.0E-9,0.669,323.54295833333333,-1.8881083333333333,0.04924234032164848
1433,3FGL J2135.3- 5008,PMN J2135-5006,5BZQJ2135-5006,fsrq,323.8339626,-50.11437001,2.181,LSP,13.088,1.0,0.9,0.0,12.02,8.4130747E-10,2.4698,PowerLaw,2.47,342.5,0,0.0,0.0,3184,5BZQ J2135-5006,21,35,20.14,-,50,6,52.09,347.52,-46.4,2.181," ",0.0,QSO RLoud flat radio sp.,343.0,0,0.17,9.0E-10,-9.9,323.83391666666665,-50.114469444444445,0.37333941811233734
1434,3FGL J2139.4- 4235,MH 2136-428,5BZBJ2139-4235,bll,324.8507219,-42.58901902,0.0,ISP,14.095,1.0,0.87,0.0,45.75,4.295408E-9,1.9592,LogParabola,2.09,78.0,0,16.4251,0.0,3191,5BZB J2139-4235,21,39,24.16,-,42,35,20.39,358.31,-48.33,0.0," ",15.7,BL Lac,78.0,0,0.73,5.6E-9,0.342,324.85066666666665,-42.588997222222226,0.16609721795308388
1436,3FGL J2141.7- 3734,PKS 2138-377,5BZQJ2141-3729,fsrq,325.4685375,-37.48694198,0.423,LSP,13.298,1.0,0.84,0.0,7.94,4.0541195E-10,2.5915,PowerLaw,2.59,397.4214,6.40e- 13,17.4543,0.0,3194,5BZQ J2141-3729,21,41,52.44,-,37,29,12.98,6.0,-49.08,0.423," ",17.5,QSO RLoud flat radio sp.,397.0,235,0.33,6.0E-10,0.622,325.4685,-37.486938888888886,0.107697879339259
1438,3FGL J2143.1- 3928,PMN J2143-3929,5BZBJ2143-3929,bll,325.761791,-39.4900045,0.429,ISP,14.175,1.0,0.86,0.0,8.38,5.1069288E-10,2.073,PowerLaw,2.07,143.3307,0,19.5173,0.0,3196,5BZB J2143-3929,21,43,2.87,-,39,29,24.68,2.92,-49.25,0.429," ",18.0,BL Lac,143.0,0,0.0,7.0E-10,0.52,325.76195833333327,-39.49018888888889,0.8104047273231179
1439,3FGL J2143.5+1744,OX 169,5BZQJ2143+1743,fsrq,325.8981023,17.73021875,0.213,ISP,14.384,1.0,0.96,0.91,60.57,4.4179305E-9,2.4037,LogParabola,2.52,651.9304,1.76e- 12,15.3654,15.89,3198,5BZQ J2143+1743,21,43,35.53,+,17,43,48.79,72.11,-26.09,0.213," ",16.0,QSO RLoud flat radio sp.,652.0,412,0.67,4.5E-9,0.551,325.89804166666664,17.730219444444444,0.2079269470754061
1441,3FGL J2144.9- 3356,PMN J2145-3357,5BZQJ2145-3357,fsrq,326.254718,-33.95455506,1.36,LSP,13.308,1.0,0.85,0.0,19.24,1.1864651E-9,2.2952,PowerLaw,2.3,94.0753,0,0.0,0.0,3200,5BZQ J2145-3357,21,45,1.13,-,33,57,16.41,11.44,-49.63,1.361," ",19.6,QSO RLoud flat radio sp.,94.0,0,0.17,2.1E-9,0.682,326.2547083333333,-33.95455833333334,0.031178594274844526
